sample_idx,dataset,model,split,image_id,case_id,resampling_level,base_dice,failure70,failure80,severe50,sprc_cb_score,sam_confidence_risk
137,ISIC2018,SAM ViT-B,test,ISIC_0012713,ISIC_0012713,image,0.7928926738812836,0,1,0,0.6918333333333333,0.06494140625
138,ISIC2018,SAM ViT-B,test,ISIC_0012835,ISIC_0012835,image,0.9371898172476252,0,0,0,0.3046666666666666,0.03271484375
139,ISIC2018,SAM ViT-B,test,ISIC_0012836,ISIC_0012836,image,0.9389228940067844,0,0,0,0.3766666666666666,0.037109375
140,ISIC2018,SAM ViT-B,test,ISIC_0012950,ISIC_0012950,image,0.9128699659029156,0,0,0,0.4283333333333333,0.03564453125
141,ISIC2018,SAM ViT-B,test,ISIC_0013170,ISIC_0013170,image,0.8871270571435409,0,0,0,0.87775,0.0751953125
142,ISIC2018,SAM ViT-B,test,ISIC_0013216,ISIC_0013216,image,0.9351237417973988,0,0,0,0.44,0.03857421875
143,ISIC2018,SAM ViT-B,test,ISIC_0013383,ISIC_0013383,image,0.9373888573222044,0,0,0,0.1826041666666666,0.02392578125
144,ISIC2018,SAM ViT-B,test,ISIC_0013495,ISIC_0013495,image,0.8677546751824071,0,0,0,0.2696666666666666,0.02734375
145,ISIC2018,SAM ViT-B,test,ISIC_0013634,ISIC_0013634,image,0.9210015397400544,0,0,0,0.5687500000000001,0.03759765625
146,ISIC2018,SAM ViT-B,test,ISIC_0013635,ISIC_0013635,image,0.7759660529492409,0,1,0,0.8125,0.06396484375
147,ISIC2018,SAM ViT-B,test,ISIC_0013664,ISIC_0013664,image,0.780429313128083,0,1,0,0.7312500000000001,0.0693359375
148,ISIC2018,SAM ViT-B,test,ISIC_0013712,ISIC_0013712,image,0.9264867766824378,0,0,0,0.4674999999999999,0.044921875
149,ISIC2018,SAM ViT-B,test,ISIC_0013738,ISIC_0013738,image,0.8513058840739616,0,0,0,0.2294791666666666,0.02197265625
150,ISIC2018,SAM ViT-B,test,ISIC_0013799,ISIC_0013799,image,0.8920539697990414,0,0,0,0.4483333333333333,0.037109375
151,ISIC2018,SAM ViT-B,test,ISIC_0013888,ISIC_0013888,image,0.8766177295880171,0,0,0,0.5283333333333333,0.0478515625
152,ISIC2018,SAM ViT-B,test,ISIC_0013961,ISIC_0013961,image,0.2716417592484296,1,1,1,0.986875,0.3232421875
153,ISIC2018,SAM ViT-B,test,ISIC_0013970,ISIC_0013970,image,0.6055416766008141,1,1,0,0.5166666666666667,0.0546875
154,ISIC2018,SAM ViT-B,test,ISIC_0013975,ISIC_0013975,image,0.8656342766444332,0,0,0,0.8408333333333333,0.0693359375
155,ISIC2018,SAM ViT-B,test,ISIC_0013998,ISIC_0013998,image,0.8282744190546856,0,0,0,0.8243750000000001,0.06884765625
